Game_Date,Year,Game_Stage,HomeTeam_ID,HomeTeam_Abb,HomeTeam_Score,HomeTeam_Name,VisitorTeam_ID,VisitorTeam_Abb,VisitorTeam_Score,VisitorTeam_Name
2018-10-16,2018,Final,2,BOS,105.0,Boston Celtics,23,PHI,87,Philadelphia 76ers
2018-10-16,2018,Final,10,GSW,108.0,Golden State Warriors,21,OKC,100,Oklahoma City Thunder
2018-10-17,2018,Final,4,CHA,112.0,Charlotte Hornets,17,MIL,113,Milwaukee Bucks
2018-10-17,2018,Final,9,DET,103.0,Detroit Pistons,3,BKN,100,Brooklyn Nets
2018-10-17,2018,Final,12,IND,111.0,Indiana Pacers,15,MEM,83,Memphis Grizzlies
2018-10-17,2018,Final,22,ORL,104.0,Orlando Magic,16,MIA,101,Miami Heat
2018-10-17,2018,Final,20,NYK,126.0,New York Knicks,1,ATL,107,Atlanta Hawks
2018-10-17,2018,Final,28,TOR,116.0,Toronto Raptors,6,CLE,104,Cleveland Cavaliers
2018-10-17,2018,Final,11,HOU,112.0,Houston Rockets,19,NOP,131,New Orleans Pelicans
2018-10-17,2018,Final,27,SAS,112.0,San Antonio Spurs,18,MIN,108,Minnesota Timberwolves
2018-10-17,2018,Final,26,SAC,117.0,Sacramento Kings,29,UTA,123,Utah Jazz
2018-10-17,2018,Final,13,LAC,98.0,LA Clippers,8,DEN,107,Denver Nuggets
2018-10-17,2018,Final,24,PHX,121.0,Phoenix Suns,7,DAL,100,Dallas Mavericks
2018-10-18,2018,Final,23,PHI,127.0,Philadelphia 76ers,5,CHI,108,Chicago Bulls
2018-10-18,2018,Final,30,WAS,112.0,Washington Wizards,16,MIA,113,Miami Heat
2018-10-18,2018,Final,25,POR,128.0,Portland Trail Blazers,14,LAL,119,Los Angeles Lakers
2018-10-19,2018,Final,22,ORL,88.0,Orlando Magic,4,CHA,120,Charlotte Hornets
2018-10-19,2018,Final,3,BKN,107.0,Brooklyn Nets,20,NYK,105,New York Knicks
2018-10-19,2018,Final,28,TOR,113.0,Toronto Raptors,2,BOS,101,Boston Celtics
2018-10-19,2018,Final,18,MIN,131.0,Minnesota Timberwolves,6,CLE,123,Cleveland Cavaliers
2018-10-19,2018,Final,19,NOP,149.0,New Orleans Pelicans,26,SAC,129,Sacramento Kings
2018-10-19,2018,Final,17,MIL,118.0,Milwaukee Bucks,12,IND,101,Indiana Pacers
2018-10-19,2018,Final,29,UTA,123.0,Utah Jazz,10,GSW,124,Golden State Warriors
2018-10-19,2018,Final,15,MEM,131.0,Memphis Grizzlies,1,ATL,117,Atlanta Hawks
2018-10-19,2018,Final,13,LAC,108.0,LA Clippers,21,OKC,92,Oklahoma City Thunder
2018-10-20,2018,Final,12,IND,132.0,Indiana Pacers,3,BKN,112,Brooklyn Nets
2018-10-20,2018,Final,30,WAS,113.0,Washington Wizards,28,TOR,117,Toronto Raptors
2018-10-20,2018,Final,20,NYK,101.0,New York Knicks,2,BOS,103,Boston Celtics
2018-10-20,2018,Final,23,PHI,116.0,Philadelphia 76ers,22,ORL,115,Orlando Magic
2018-10-20,2018,Final,16,MIA,112.0,Miami Heat,4,CHA,113,Charlotte Hornets
2018-10-20,2018,Final,5,CHI,116.0,Chicago Bulls,9,DET,118,Detroit Pistons
2018-10-20,2018,Final,7,DAL,140.0,Dallas Mavericks,18,MIN,136,Minnesota Timberwolves
2018-10-20,2018,Final,8,DEN,119.0,Denver Nuggets,24,PHX,91,Phoenix Suns
2018-10-20,2018,Final,25,POR,121.0,Portland Trail Blazers,27,SAS,108,San Antonio Spurs
2018-10-20,2018,Final,14,LAL,115.0,Los Angeles Lakers,11,HOU,124,Houston Rockets
2018-10-21,2018,Final,6,CLE,111.0,Cleveland Cavaliers,1,ATL,133,Atlanta Hawks
2018-10-21,2018,Final,21,OKC,120.0,Oklahoma City Thunder,26,SAC,131,Sacramento Kings
2018-10-21,2018,Final,8,DEN,100.0,Denver Nuggets,10,GSW,98,Golden State Warriors
2018-10-21,2018,Final,13,LAC,115.0,LA Clippers,11,HOU,112,Houston Rockets
2018-10-22,2018,Final,2,BOS,90.0,Boston Celtics,22,ORL,93,Orlando Magic
2018-10-22,2018,Final,28,TOR,127.0,Toronto Raptors,4,CHA,106,Charlotte Hornets
2018-10-22,2018,Final,17,MIL,124.0,Milwaukee Bucks,20,NYK,113,New York Knicks
2018-10-22,2018,Final,18,MIN,101.0,Minnesota Timberwolves,12,IND,91,Indiana Pacers
2018-10-22,2018,Final,7,DAL,115.0,Dallas Mavericks,5,CHI,109,Chicago Bulls
2018-10-22,2018,Final,29,UTA,84.0,Utah Jazz,15,MEM,92,Memphis Grizzlies
2018-10-22,2018,Final,25,POR,124.0,Portland Trail Blazers,30,WAS,125,Washington Wizards
2018-10-22,2018,Final,10,GSW,123.0,Golden State Warriors,24,PHX,103,Phoenix Suns
2018-10-22,2018,Final,14,LAL,142.0,Los Angeles Lakers,27,SAS,143,San Antonio Spurs
2018-10-23,2018,Final,9,DET,133.0,Detroit Pistons,23,PHI,132,Philadelphia 76ers
2018-10-23,2018,Final,19,NOP,116.0,New Orleans Pelicans,13,LAC,109,LA Clippers
2018-10-23,2018,Final,8,DEN,126.0,Denver Nuggets,26,SAC,112,Sacramento Kings
2018-10-24,2018,Final,1,ATL,111.0,Atlanta Hawks,7,DAL,104,Dallas Mavericks
2018-10-24,2018,Final,6,CLE,86.0,Cleveland Cavaliers,3,BKN,102,Brooklyn Nets
2018-10-24,2018,Final,16,MIA,110.0,Miami Heat,20,NYK,87,New York Knicks
2018-10-24,2018,Final,28,TOR,112.0,Toronto Raptors,18,MIN,105,Minnesota Timberwolves
2018-10-24,2018,Final,5,CHI,112.0,Chicago Bulls,4,CHA,110,Charlotte Hornets
2018-10-24,2018,Final,11,HOU,89.0,Houston Rockets,29,UTA,100,Utah Jazz
2018-10-24,2018,Final,27,SAS,96.0,San Antonio Spurs,12,IND,116,Indiana Pacers
2018-10-24,2018,Final,17,MIL,123.0,Milwaukee Bucks,23,PHI,108,Philadelphia 76ers
2018-10-24,2018,Final,24,PHX,113.0,Phoenix Suns,14,LAL,131,Los Angeles Lakers
2018-10-24,2018,Final,26,SAC,97.0,Sacramento Kings,15,MEM,92,Memphis Grizzlies
2018-10-24,2018,Final,10,GSW,144.0,Golden State Warriors,30,WAS,122,Washington Wizards
2018-10-25,2018,Final,9,DET,110.0,Detroit Pistons,6,CLE,103,Cleveland Cavaliers
2018-10-25,2018,Final,22,ORL,114.0,Orlando Magic,25,POR,128,Portland Trail Blazers
2018-10-25,2018,Final,21,OKC,95.0,Oklahoma City Thunder,2,BOS,101,Boston Celtics
2018-10-25,2018,Final,14,LAL,121.0,Los Angeles Lakers,8,DEN,114,Denver Nuggets
2018-10-26,2018,Final,4,CHA,135.0,Charlotte Hornets,5,CHI,106,Chicago Bulls
2018-10-26,2018,Final,20,NYK,100.0,New York Knicks,10,GSW,128,Golden State Warriors
2018-10-26,2018,Final,28,TOR,116.0,Toronto Raptors,7,DAL,107,Dallas Mavericks
2018-10-26,2018,Final,11,HOU,113.0,Houston Rockets,13,LAC,133,LA Clippers
2018-10-26,2018,Final,18,MIN,95.0,Minnesota Timberwolves,17,MIL,125,Milwaukee Bucks
2018-10-26,2018,Final,19,NOP,117.0,New Orleans Pelicans,3,BKN,115,Brooklyn Nets
2018-10-26,2018,Final,26,SAC,116.0,Sacramento Kings,30,WAS,112,Washington Wizards
2018-10-27,2018,Final,9,DET,89.0,Detroit Pistons,2,BOS,109,Boston Celtics
2018-10-27,2018,Final,19,NOP,111.0,New Orleans Pelicans,29,UTA,132,Utah Jazz
2018-10-27,2018,Final,6,CLE,107.0,Cleveland Cavaliers,12,IND,119,Indiana Pacers
2018-10-27,2018,Final,1,ATL,85.0,Atlanta Hawks,5,CHI,97,Chicago Bulls
2018-10-27,2018,Final,23,PHI,105.0,Philadelphia 76ers,4,CHA,103,Charlotte Hornets
2018-10-27,2018,Final,16,MIA,120.0,Miami Heat,25,POR,111,Portland Trail Blazers
2018-10-27,2018,Final,15,MEM,117.0,Memphis Grizzlies,24,PHX,96,Phoenix Suns
2018-10-27,2018,Final,17,MIL,113.0,Milwaukee Bucks,22,ORL,91,Orlando Magic
2018-10-27,2018,Final,27,SAS,110.0,San Antonio Spurs,14,LAL,106,Los Angeles Lakers
2018-10-28,2018,Final,7,DAL,104.0,Dallas Mavericks,29,UTA,113,Utah Jazz
2018-10-28,2018,Final,3,BKN,114.0,Brooklyn Nets,10,GSW,120,Golden State Warriors
2018-10-28,2018,Final,21,OKC,117.0,Oklahoma City Thunder,24,PHX,110,Phoenix Suns
2018-10-28,2018,Final,13,LAC,136.0,LA Clippers,30,WAS,104,Washington Wizards
2018-10-29,2018,Final,12,IND,93.0,Indiana Pacers,25,POR,103,Portland Trail Blazers
2018-10-29,2018,Final,23,PHI,113.0,Philadelphia 76ers,1,ATL,92,Atlanta Hawks
2018-10-29,2018,Final,16,MIA,113.0,Miami Heat,26,SAC,123,Sacramento Kings
2018-10-29,2018,Final,20,NYK,115.0,New York Knicks,3,BKN,96,Brooklyn Nets
2018-10-29,2018,Final,5,CHI,124.0,Chicago Bulls,10,GSW,149,Golden State Warriors
2018-10-29,2018,Final,17,MIL,124.0,Milwaukee Bucks,28,TOR,109,Toronto Raptors
2018-10-29,2018,Final,18,MIN,124.0,Minnesota Timberwolves,14,LAL,120,Los Angeles Lakers
2018-10-29,2018,Final,27,SAS,113.0,San Antonio Spurs,7,DAL,108,Dallas Mavericks
2018-10-29,2018,Final,8,DEN,116.0,Denver Nuggets,19,NOP,111,New Orleans Pelicans
2018-10-30,2018,Final,4,CHA,125.0,Charlotte Hornets,16,MIA,113,Miami Heat
2018-10-30,2018,Final,6,CLE,136.0,Cleveland Cavaliers,1,ATL,114,Atlanta Hawks
2018-10-30,2018,Final,22,ORL,99.0,Orlando Magic,26,SAC,107,Sacramento Kings
2018-10-30,2018,Final,2,BOS,108.0,Boston Celtics,9,DET,105,Detroit Pistons
2018-10-30,2018,Final,28,TOR,129.0,Toronto Raptors,23,PHI,112,Philadelphia 76ers
2018-10-30,2018,Final,11,HOU,85.0,Houston Rockets,25,POR,104,Portland Trail Blazers
2018-10-30,2018,Final,15,MEM,107.0,Memphis Grizzlies,30,WAS,95,Washington Wizards
2018-10-30,2018,Final,21,OKC,128.0,Oklahoma City Thunder,13,LAC,110,LA Clippers
2018-10-31,2018,Final,3,BKN,120.0,Brooklyn Nets,9,DET,119,Detroit Pistons
2018-10-31,2018,Final,20,NYK,101.0,New York Knicks,12,IND,107,Indiana Pacers
2018-10-31,2018,Final,5,CHI,107.0,Chicago Bulls,8,DEN,108,Denver Nuggets
2018-10-31,2018,Final,18,MIN,128.0,Minnesota Timberwolves,29,UTA,125,Utah Jazz
2018-10-31,2018,Final,10,GSW,131.0,Golden State Warriors,19,NOP,121,New Orleans Pelicans
2018-10-31,2018,Final,14,LAL,114.0,Los Angeles Lakers,7,DAL,113,Dallas Mavericks
2018-10-31,2018,Final,24,PHX,90.0,Phoenix Suns,27,SAS,120,San Antonio Spurs
2018-11-01,2018,Final,4,CHA,107.0,Charlotte Hornets,21,OKC,111,Oklahoma City Thunder
2018-11-01,2018,Final,6,CLE,91.0,Cleveland Cavaliers,8,DEN,110,Denver Nuggets
2018-11-01,2018,Final,23,PHI,122.0,Philadelphia 76ers,13,LAC,113,LA Clippers
2018-11-01,2018,Final,1,ATL,115.0,Atlanta Hawks,26,SAC,146,Sacramento Kings
2018-11-01,2018,Final,2,BOS,117.0,Boston Celtics,17,MIL,113,Milwaukee Bucks
2018-11-01,2018,Final,25,POR,132.0,Portland Trail Blazers,19,NOP,119,New Orleans Pelicans
2018-11-02,2018,Final,30,WAS,111.0,Washington Wizards,21,OKC,134,Oklahoma City Thunder
2018-11-02,2018,Final,22,ORL,95.0,Orlando Magic,13,LAC,120,LA Clippers
2018-11-02,2018,Final,3,BKN,111.0,Brooklyn Nets,11,HOU,119,Houston Rockets
2018-11-02,2018,Final,5,CHI,105.0,Chicago Bulls,12,IND,107,Indiana Pacers
2018-11-02,2018,Final,7,DAL,106.0,Dallas Mavericks,20,NYK,118,New York Knicks
2018-11-02,2018,Final,29,UTA,100.0,Utah Jazz,15,MEM,110,Memphis Grizzlies
2018-11-02,2018,Final,24,PHX,98.0,Phoenix Suns,28,TOR,107,Toronto Raptors
2018-11-02,2018,Final,10,GSW,116.0,Golden State Warriors,18,MIN,99,Minnesota Timberwolves
2018-11-03,2018,Final,23,PHI,109.0,Philadelphia 76ers,9,DET,99,Detroit Pistons
2018-11-03,2018,Final,4,CHA,126.0,Charlotte Hornets,6,CLE,94,Cleveland Cavaliers
2018-11-03,2018,Final,12,IND,102.0,Indiana Pacers,2,BOS,101,Boston Celtics
2018-11-03,2018,Final,1,ATL,123.0,Atlanta Hawks,16,MIA,118,Miami Heat
2018-11-03,2018,Final,27,SAS,109.0,San Antonio Spurs,19,NOP,95,New Orleans Pelicans
2018-11-03,2018,Final,5,CHI,88.0,Chicago Bulls,11,HOU,96,Houston Rockets
2018-11-03,2018,Final,8,DEN,103.0,Denver Nuggets,29,UTA,88,Utah Jazz
2018-11-03,2018,Final,25,POR,110.0,Portland Trail Blazers,14,LAL,114,Los Angeles Lakers
2018-11-04,2018,Final,17,MIL,144.0,Milwaukee Bucks,26,SAC,109,Sacramento Kings
2018-11-04,2018,Final,3,BKN,122.0,Brooklyn Nets,23,PHI,97,Philadelphia 76ers
2018-11-04,2018,Final,30,WAS,108.0,Washington Wizards,20,NYK,95,New York Knicks
2018-11-04,2018,Final,27,SAS,110.0,San Antonio Spurs,22,ORL,117,Orlando Magic
2018-11-04,2018,Final,24,PHX,102.0,Phoenix Suns,15,MEM,100,Memphis Grizzlies
2018-11-04,2018,Final,14,LAL,107.0,Los Angeles Lakers,28,TOR,121,Toronto Raptors
2018-11-04,2018,Final,25,POR,111.0,Portland Trail Blazers,18,MIN,81,Minnesota Timberwolves
2018-11-05,2018,Final,12,IND,94.0,Indiana Pacers,11,HOU,98,Houston Rockets
2018-11-05,2018,Final,20,NYK,115.0,New York Knicks,5,CHI,116,Chicago Bulls
2018-11-05,2018,Final,21,OKC,122.0,Oklahoma City Thunder,19,NOP,116,New Orleans Pelicans
2018-11-06,2018,Final,25,POR,118.0,Portland Trail Blazers,17,MIL,103,Milwaukee Bucks
2018-11-07,2018,Final,6,CLE,86.0,Cleveland Cavaliers,21,OKC,95,Oklahoma City Thunder
2018-11-07,2018,Final,29,UTA,117.0,Utah Jazz,7,DAL,102,Dallas Mavericks
2018-11-07,2018,Final,26,SAC,105.0,Sacramento Kings,28,TOR,114,Toronto Raptors
2018-11-07,2018,Final,14,LAL,114.0,Los Angeles Lakers,18,MIN,110,Minnesota Timberwolves
2018-11-09,2018,Final,29,UTA,123.0,Utah Jazz,2,BOS,115,Boston Celtics
2018-11-10,2018,Final,19,NOP,119.0,New Orleans Pelicans,24,PHX,99,Phoenix Suns
2018-11-10,2018,Final,7,DAL,111.0,Dallas Mavericks,21,OKC,96,Oklahoma City Thunder
2018-11-11,2018,Final,20,NYK,89.0,New York Knicks,22,ORL,115,Orlando Magic
2018-11-12,2018,Final,5,CHI,98.0,Chicago Bulls,7,DAL,103,Dallas Mavericks
2018-11-14,2018,Final,21,OKC,128.0,Oklahoma City Thunder,20,NYK,103,New York Knicks
2018-11-05,2018,Final,9,DET,115.0,Detroit Pistons,16,MIA,120,Miami Heat
2018-11-05,2018,Final,13,LAC,120.0,LA Clippers,18,MIN,109,Minnesota Timberwolves
2018-11-06,2018,Final,24,PHX,82.0,Phoenix Suns,3,BKN,104,Brooklyn Nets
2018-11-07,2018,Final,1,ATL,107.0,Atlanta Hawks,20,NYK,112,New York Knicks
2018-11-08,2018,Final,21,OKC,98.0,Oklahoma City Thunder,11,HOU,80,Houston Rockets
2018-11-09,2018,Final,16,MIA,102.0,Miami Heat,12,IND,110,Indiana Pacers
2018-11-10,2018,Final,15,MEM,112.0,Memphis Grizzlies,23,PHI,106,Philadelphia 76ers
2018-11-05,2018,Final,22,ORL,102.0,Orlando Magic,6,CLE,100,Cleveland Cavaliers
2018-11-07,2018,Final,19,NOP,107.0,New Orleans Pelicans,5,CHI,98,Chicago Bulls
2018-11-09,2018,Final,8,DEN,110.0,Denver Nuggets,3,BKN,112,Brooklyn Nets
2018-11-10,2018,Final,28,TOR,128.0,Toronto Raptors,20,NYK,112,New York Knicks
2018-11-10,2018,Final,10,GSW,116.0,Golden State Warriors,3,BKN,100,Brooklyn Nets
2018-11-11,2018,Final,14,LAL,107.0,Los Angeles Lakers,1,ATL,106,Atlanta Hawks
2018-11-12,2018,Final,18,MIN,120.0,Minnesota Timberwolves,3,BKN,113,Brooklyn Nets
2018-11-14,2018,Final,18,MIN,107.0,Minnesota Timberwolves,19,NOP,100,New Orleans Pelicans
2018-11-05,2018,Final,8,DEN,115.0,Denver Nuggets,2,BOS,107,Boston Celtics
2018-11-07,2018,Final,15,MEM,89.0,Memphis Grizzlies,8,DEN,87,Denver Nuggets
2018-11-08,2018,Final,24,PHX,109.0,Phoenix Suns,2,BOS,116,Boston Celtics
2018-11-09,2018,Final,1,ATL,109.0,Atlanta Hawks,9,DET,124,Detroit Pistons
2018-11-10,2018,Final,13,LAC,128.0,LA Clippers,17,MIL,126,Milwaukee Bucks
2018-11-10,2018,Final,26,SAC,86.0,Sacramento Kings,14,LAL,101,Los Angeles Lakers
2018-11-11,2018,Final,9,DET,103.0,Detroit Pistons,4,CHA,113,Charlotte Hornets
2018-11-12,2018,Final,28,TOR,110.0,Toronto Raptors,19,NOP,126,New Orleans Pelicans
2018-11-12,2018,Final,13,LAC,121.0,LA Clippers,10,GSW,116,Golden State Warriors
2018-11-13,2018,Final,10,GSW,110.0,Golden State Warriors,1,ATL,103,Atlanta Hawks
2018-11-14,2018,Final,2,BOS,111.0,Boston Celtics,5,CHI,82,Chicago Bulls
2018-11-05,2018,Final,29,UTA,111.0,Utah Jazz,28,TOR,124,Toronto Raptors
2018-11-05,2018,Final,10,GSW,117.0,Golden State Warriors,15,MEM,101,Memphis Grizzlies
2018-11-06,2018,Final,4,CHA,113.0,Charlotte Hornets,1,ATL,102,Atlanta Hawks
2018-11-06,2018,Final,7,DAL,119.0,Dallas Mavericks,30,WAS,100,Washington Wizards
2018-11-07,2018,Final,22,ORL,96.0,Orlando Magic,9,DET,103,Detroit Pistons
2018-11-07,2018,Final,16,MIA,95.0,Miami Heat,27,SAS,88,San Antonio Spurs
2018-11-07,2018,Final,12,IND,94.0,Indiana Pacers,23,PHI,100,Philadelphia 76ers
2018-11-08,2018,Final,25,POR,116.0,Portland Trail Blazers,13,LAC,105,LA Clippers
2018-11-08,2018,Final,10,GSW,111.0,Golden State Warriors,17,MIL,134,Milwaukee Bucks
2018-11-09,2018,Final,22,ORL,117.0,Orlando Magic,30,WAS,108,Washington Wizards
2018-11-09,2018,Final,23,PHI,133.0,Philadelphia 76ers,4,CHA,132,Charlotte Hornets
2018-11-09,2018,Final,26,SAC,121.0,Sacramento Kings,18,MIN,110,Minnesota Timberwolves
2018-11-10,2018,Final,16,MIA,110.0,Miami Heat,30,WAS,116,Washington Wizards
2018-11-10,2018,Final,5,CHI,99.0,Chicago Bulls,6,CLE,98,Cleveland Cavaliers
2018-11-10,2018,Final,27,SAS,96.0,San Antonio Spurs,11,HOU,89,Houston Rockets
2018-11-11,2018,Final,11,HOU,115.0,Houston Rockets,12,IND,103,Indiana Pacers
2018-11-11,2018,Final,8,DEN,114.0,Denver Nuggets,17,MIL,121,Milwaukee Bucks
2018-11-11,2018,Final,25,POR,100.0,Portland Trail Blazers,2,BOS,94,Boston Celtics
2018-11-12,2018,Final,30,WAS,117.0,Washington Wizards,22,ORL,109,Orlando Magic
2018-11-12,2018,Final,16,MIA,114.0,Miami Heat,23,PHI,124,Philadelphia 76ers
2018-11-12,2018,Final,15,MEM,88.0,Memphis Grizzlies,29,UTA,96,Utah Jazz
2018-11-12,2018,Final,21,OKC,118.0,Oklahoma City Thunder,24,PHX,101,Phoenix Suns
2018-11-12,2018,Final,26,SAC,104.0,Sacramento Kings,27,SAS,99,San Antonio Spurs
2018-11-13,2018,Final,6,CLE,113.0,Cleveland Cavaliers,4,CHA,89,Charlotte Hornets
2018-11-13,2018,Final,8,DEN,99.0,Denver Nuggets,11,HOU,109,Houston Rockets
2018-11-14,2018,Final,22,ORL,111.0,Orlando Magic,23,PHI,106,Philadelphia 76ers
2018-11-14,2018,Final,30,WAS,119.0,Washington Wizards,6,CLE,95,Cleveland Cavaliers
2018-11-14,2018,Final,3,BKN,107.0,Brooklyn Nets,16,MIA,120,Miami Heat
2018-11-14,2018,Final,28,TOR,104.0,Toronto Raptors,9,DET,106,Detroit Pistons
2018-11-14,2018,Final,7,DAL,118.0,Dallas Mavericks,29,UTA,68,Utah Jazz
2018-11-14,2018,Final,17,MIL,113.0,Milwaukee Bucks,15,MEM,116,Memphis Grizzlies
2018-11-14,2018,Final,24,PHX,116.0,Phoenix Suns,27,SAS,96,San Antonio Spurs
2018-11-14,2018,Final,14,LAL,126.0,Los Angeles Lakers,25,POR,117,Portland Trail Blazers
2018-11-15,2018,Final,11,HOU,107.0,Houston Rockets,10,GSW,86,Golden State Warriors
2018-11-15,2018,Final,8,DEN,138.0,Denver Nuggets,1,ATL,93,Atlanta Hawks
2018-11-15,2018,Final,13,LAC,116.0,LA Clippers,27,SAS,111,San Antonio Spurs
2018-11-16,2018,Final,2,BOS,123.0,Boston Celtics,28,TOR,116,Toronto Raptors
2018-11-16,2018,Final,12,IND,99.0,Indiana Pacers,16,MIA,91,Miami Heat
2018-11-16,2018,Final,23,PHI,113.0,Philadelphia 76ers,29,UTA,107,Utah Jazz
2018-11-16,2018,Final,30,WAS,104.0,Washington Wizards,3,BKN,115,Brooklyn Nets
2018-11-16,2018,Final,15,MEM,112.0,Memphis Grizzlies,26,SAC,104,Sacramento Kings
2018-11-16,2018,Final,18,MIN,112.0,Minnesota Timberwolves,25,POR,96,Portland Trail Blazers
2018-11-16,2018,Final,19,NOP,129.0,New Orleans Pelicans,20,NYK,124,New York Knicks
2018-11-16,2018,Final,17,MIL,123.0,Milwaukee Bucks,5,CHI,104,Chicago Bulls
2018-11-17,2018,Final,3,BKN,119.0,Brooklyn Nets,13,LAC,127,LA Clippers
2018-11-17,2018,Final,12,IND,97.0,Indiana Pacers,1,ATL,89,Atlanta Hawks
2018-11-17,2018,Final,22,ORL,130.0,Orlando Magic,14,LAL,117,Los Angeles Lakers
2018-11-17,2018,Final,19,NOP,125.0,New Orleans Pelicans,8,DEN,115,Denver Nuggets
2018-11-17,2018,Final,4,CHA,119.0,Charlotte Hornets,23,PHI,122,Philadelphia 76ers
2018-11-17,2018,Final,2,BOS,86.0,Boston Celtics,29,UTA,98,Utah Jazz
2018-11-17,2018,Final,11,HOU,132.0,Houston Rockets,26,SAC,112,Sacramento Kings
2018-11-17,2018,Final,5,CHI,83.0,Chicago Bulls,28,TOR,122,Toronto Raptors
2018-11-17,2018,Final,7,DAL,112.0,Dallas Mavericks,10,GSW,109,Golden State Warriors
2018-11-17,2018,Final,24,PHX,100.0,Phoenix Suns,21,OKC,110,Oklahoma City Thunder
2018-11-18,2018,Final,18,MIN,87.0,Minnesota Timberwolves,15,MEM,100,Memphis Grizzlies
2018-11-18,2018,Final,16,MIA,97.0,Miami Heat,14,LAL,113,Los Angeles Lakers
2018-11-18,2018,Final,30,WAS,109.0,Washington Wizards,25,POR,119,Portland Trail Blazers
2018-11-18,2018,Final,27,SAS,104.0,San Antonio Spurs,10,GSW,92,Golden State Warriors
2018-11-18,2018,Final,22,ORL,131.0,Orlando Magic,20,NYK,117,New York Knicks
2018-11-19,2018,Final,4,CHA,117.0,Charlotte Hornets,2,BOS,112,Boston Celtics
2018-11-19,2018,Final,9,DET,113.0,Detroit Pistons,6,CLE,102,Cleveland Cavaliers
2018-11-19,2018,Final,12,IND,121.0,Indiana Pacers,29,UTA,94,Utah Jazz
2018-11-19,2018,Final,23,PHI,119.0,Philadelphia 76ers,24,PHX,114,Phoenix Suns
2018-11-19,2018,Final,1,ATL,119.0,Atlanta Hawks,13,LAC,127,LA Clippers
2018-11-19,2018,Final,15,MEM,98.0,Memphis Grizzlies,7,DAL,88,Dallas Mavericks
2018-11-19,2018,Final,17,MIL,104.0,Milwaukee Bucks,8,DEN,98,Denver Nuggets
2018-11-19,2018,Final,26,SAC,117.0,Sacramento Kings,21,OKC,113,Oklahoma City Thunder
2018-11-19,2018,Final,19,NOP,140.0,New Orleans Pelicans,27,SAS,126,San Antonio Spurs
2018-11-20,2018,Final,22,ORL,91.0,Orlando Magic,28,TOR,93,Toronto Raptors
2018-11-20,2018,Final,16,MIA,92.0,Miami Heat,3,BKN,104,Brooklyn Nets
2018-11-20,2018,Final,20,NYK,114.0,New York Knicks,25,POR,118,Portland Trail Blazers
2018-11-20,2018,Final,30,WAS,125.0,Washington Wizards,13,LAC,118,LA Clippers
2018-11-21,2018,Final,23,PHI,121.0,Philadelphia 76ers,19,NOP,120,New Orleans Pelicans
2018-11-21,2018,Final,4,CHA,127.0,Charlotte Hornets,12,IND,109,Indiana Pacers
2018-11-21,2018,Final,2,BOS,109.0,Boston Celtics,20,NYK,117,New York Knicks
2018-11-21,2018,Final,6,CLE,105.0,Cleveland Cavaliers,14,LAL,109,Los Angeles Lakers
2018-11-21,2018,Final,1,ATL,108.0,Atlanta Hawks,28,TOR,124,Toronto Raptors
2018-11-21,2018,Final,11,HOU,126.0,Houston Rockets,9,DET,124,Detroit Pistons
2018-11-21,2018,Final,18,MIN,101.0,Minnesota Timberwolves,8,DEN,103,Denver Nuggets
2018-11-21,2018,Final,5,CHI,124.0,Chicago Bulls,24,PHX,116,Phoenix Suns
2018-11-21,2018,Final,17,MIL,143.0,Milwaukee Bucks,25,POR,100,Portland Trail Blazers
2018-11-21,2018,Final,7,DAL,119.0,Dallas Mavericks,3,BKN,113,Brooklyn Nets
2018-11-21,2018,Final,27,SAS,103.0,San Antonio Spurs,15,MEM,104,Memphis Grizzlies
2018-11-21,2018,Final,29,UTA,110.0,Utah Jazz,26,SAC,119,Sacramento Kings
2018-11-21,2018,Final,10,GSW,95.0,Golden State Warriors,21,OKC,123,Oklahoma City Thunder
2018-11-23,2018,Final,13,LAC,112.0,LA Clippers,15,MEM,107,Memphis Grizzlies
2018-11-23,2018,Final,3,BKN,102.0,Brooklyn Nets,18,MIN,112,Minnesota Timberwolves
2018-11-23,2018,Final,9,DET,116.0,Detroit Pistons,11,HOU,111,Houston Rockets
2018-11-23,2018,Final,1,ATL,96.0,Atlanta Hawks,2,BOS,114,Boston Celtics
2018-11-23,2018,Final,23,PHI,112.0,Philadelphia 76ers,6,CLE,121,Cleveland Cavaliers
2018-11-23,2018,Final,20,NYK,114.0,New York Knicks,19,NOP,109,New Orleans Pelicans
2018-11-23,2018,Final,12,IND,100.0,Indiana Pacers,27,SAS,111,San Antonio Spurs
2018-11-23,2018,Final,28,TOR,125.0,Toronto Raptors,30,WAS,107,Washington Wizards
2018-11-23,2018,Final,5,CHI,96.0,Chicago Bulls,16,MIA,103,Miami Heat
2018-11-23,2018,Final,21,OKC,109.0,Oklahoma City Thunder,4,CHA,104,Charlotte Hornets
2018-11-23,2018,Final,17,MIL,114.0,Milwaukee Bucks,24,PHX,116,Phoenix Suns
2018-11-23,2018,Final,8,DEN,112.0,Denver Nuggets,22,ORL,87,Orlando Magic
2018-11-23,2018,Final,10,GSW,125.0,Golden State Warriors,25,POR,97,Portland Trail Blazers
2018-11-23,2018,Final,14,LAL,90.0,Los Angeles Lakers,29,UTA,83,Utah Jazz
2018-11-24,2018,Final,6,CLE,117.0,Cleveland Cavaliers,11,HOU,108,Houston Rockets
