Game_Date,Year,Game_Stage,HomeTeam_ID,HomeTeam_Abb,HomeTeam_Score,HomeTeam_Name,VisitorTeam_ID,VisitorTeam_Abb,VisitorTeam_Score,VisitorTeam_Name
1991-02-05,1990,Final,1,ATL,118.0,Atlanta Hawks,6,CLE,114,Cleveland Cavaliers
1991-02-06,1990,Final,2,BOS,133.0,Boston Celtics,4,CHA,117,Charlotte Hornets
1991-02-07,1990,Final,27,SAS,118.0,San Antonio Spurs,12,IND,108,Indiana Pacers
1991-04-10,1990,Final,29,UTA,97.0,Utah Jazz,7,DAL,91,Dallas Mavericks
1991-04-11,1990,Final,18,MIN,112.0,Minnesota Timberwolves,1,ATL,98,Atlanta Hawks
1991-04-12,1990,Final,21,OKC,100.0,Oklahoma City Thunder,27,SAS,99,San Antonio Spurs
1991-04-13,1990,Final,26,SAC,94.0,Sacramento Kings,11,HOU,95,Houston Rockets
1991-04-14,1990,Final,23,PHI,88.0,Philadelphia 76ers,18,MIN,96,Minnesota Timberwolves
1991-04-16,1990,Final,3,BKN,126.0,Brooklyn Nets,12,IND,132,Indiana Pacers
1991-12-17,1991,Final,7,DAL,87.0,Dallas Mavericks,27,SAS,98,San Antonio Spurs
1991-12-18,1991,Final,3,BKN,102.0,Brooklyn Nets,6,CLE,93,Cleveland Cavaliers
1991-12-20,1991,Final,2,BOS,112.0,Boston Celtics,29,UTA,101,Utah Jazz
1991-12-21,1991,Final,12,IND,118.0,Indiana Pacers,3,BKN,109,Brooklyn Nets
1992-11-15,1992,Final,3,BKN,111.0,Brooklyn Nets,30,WAS,104,Washington Wizards
1992-11-16,1992,Final,25,POR,109.0,Portland Trail Blazers,20,NYK,94,New York Knicks
1992-11-17,1992,Final,21,OKC,100.0,Oklahoma City Thunder,20,NYK,90,New York Knicks
1992-11-21,1992,Final,30,WAS,126.0,Washington Wizards,29,UTA,109,Utah Jazz
1992-11-22,1992,Final,24,PHX,111.0,Phoenix Suns,5,CHI,128,Chicago Bulls
1994-03-02,1993,Final,5,CHI,89.0,Chicago Bulls,14,LAL,97,Los Angeles Lakers
1994-03-03,1993,Final,7,DAL,94.0,Dallas Mavericks,22,ORL,107,Orlando Magic
1994-03-04,1993,Final,24,PHX,106.0,Phoenix Suns,18,MIN,101,Minnesota Timberwolves
1994-03-05,1993,Final,30,WAS,124.0,Washington Wizards,14,LAL,118,Los Angeles Lakers
1994-03-06,1993,Final,26,SAC,85.0,Sacramento Kings,21,OKC,102,Oklahoma City Thunder
1994-03-07,1993,Final,9,DET,85.0,Detroit Pistons,20,NYK,99,New York Knicks
1994-03-08,1993,Final,21,OKC,113.0,Oklahoma City Thunder,10,GSW,98,Golden State Warriors
1994-03-09,1993,Final,25,POR,122.0,Portland Trail Blazers,29,UTA,99,Utah Jazz
1994-03-11,1993,Final,30,WAS,100.0,Washington Wizards,8,DEN,93,Denver Nuggets
1994-03-12,1993,Final,3,BKN,117.0,Brooklyn Nets,4,CHA,92,Charlotte Hornets
1994-03-13,1993,Final,13,LAC,120.0,LA Clippers,10,GSW,117,Golden State Warriors
1994-03-14,1993,Final,26,SAC,102.0,Sacramento Kings,9,DET,108,Detroit Pistons
1994-03-15,1993,Final,20,NYK,88.0,New York Knicks,12,IND,82,Indiana Pacers
1994-03-15,1993,Final,16,MIA,101.0,Miami Heat,17,MIL,94,Milwaukee Bucks
1994-03-16,1993,Final,2,BOS,100.0,Boston Celtics,5,CHI,101,Chicago Bulls
1994-03-17,1993,Final,11,HOU,112.0,Houston Rockets,10,GSW,99,Golden State Warriors
1994-03-18,1993,Final,25,POR,122.0,Portland Trail Blazers,30,WAS,104,Washington Wizards
1994-03-19,1993,Final,11,HOU,106.0,Houston Rockets,9,DET,88,Detroit Pistons
1994-03-20,1993,Final,4,CHA,115.0,Charlotte Hornets,21,OKC,124,Oklahoma City Thunder
1994-03-21,1993,Final,11,HOU,128.0,Houston Rockets,30,WAS,112,Washington Wizards
1994-03-22,1993,Final,24,PHX,124.0,Phoenix Suns,16,MIA,118,Miami Heat
1995-02-02,1994,Final,11,HOU,121.0,Houston Rockets,29,UTA,101,Utah Jazz
1995-02-03,1994,Final,23,PHI,86.0,Philadelphia 76ers,20,NYK,106,New York Knicks
1995-02-04,1994,Final,6,CLE,82.0,Cleveland Cavaliers,12,IND,73,Indiana Pacers
1995-02-05,1994,Final,2,BOS,115.0,Boston Celtics,18,MIN,82,Minnesota Timberwolves
1995-02-07,1994,Final,6,CLE,90.0,Cleveland Cavaliers,23,PHI,84,Philadelphia 76ers
1995-02-08,1994,Final,2,BOS,75.0,Boston Celtics,6,CLE,67,Cleveland Cavaliers
1995-11-18,1995,Final,10,GSW,121.0,Golden State Warriors,7,DAL,108,Dallas Mavericks
1996-02-16,1995,Final,4,CHA,107.0,Charlotte Hornets,8,DEN,100,Denver Nuggets
1996-02-17,1995,Final,16,MIA,93.0,Miami Heat,22,ORL,95,Orlando Magic
1996-02-18,1995,Final,12,IND,102.0,Indiana Pacers,5,CHI,110,Chicago Bulls
1996-02-19,1995,Final,7,DAL,100.0,Dallas Mavericks,10,GSW,112,Golden State Warriors
1996-02-20,1995,Final,29,UTA,112.0,Utah Jazz,2,BOS,98,Boston Celtics
1996-02-21,1995,Final,13,LAC,108.0,LA Clippers,14,LAL,112,Los Angeles Lakers
1996-02-23,1995,Final,18,MIN,94.0,Minnesota Timberwolves,9,DET,93,Detroit Pistons
1996-02-24,1995,Final,21,OKC,104.0,Oklahoma City Thunder,26,SAC,91,Sacramento Kings
1996-02-25,1995,Final,25,POR,81.0,Portland Trail Blazers,9,DET,93,Detroit Pistons
1996-02-27,1995,Final,5,CHI,120.0,Chicago Bulls,18,MIN,99,Minnesota Timberwolves
1996-02-28,1995,Final,2,BOS,121.0,Boston Celtics,4,CHA,116,Charlotte Hornets
1996-03-01,1995,Final,15,MEM,111.0,Memphis Grizzlies,7,DAL,119,Dallas Mavericks
1996-03-02,1995,Final,22,ORL,115.0,Orlando Magic,25,POR,89,Portland Trail Blazers
1996-03-03,1995,Final,14,LAL,107.0,Los Angeles Lakers,11,HOU,111,Houston Rockets
1996-03-04,1995,Final,9,DET,99.0,Detroit Pistons,1,ATL,93,Atlanta Hawks
1996-03-05,1995,Final,4,CHA,97.0,Charlotte Hornets,22,ORL,123,Orlando Magic
1996-03-05,1995,Final,7,DAL,127.0,Dallas Mavericks,3,BKN,117,Brooklyn Nets
1996-03-06,1995,Final,27,SAS,100.0,San Antonio Spurs,8,DEN,90,Denver Nuggets
1996-03-07,1995,Final,8,DEN,103.0,Denver Nuggets,24,PHX,92,Phoenix Suns
1996-11-01,1996,Final,18,MIN,82.0,Minnesota Timberwolves,27,SAS,78,San Antonio Spurs
1996-11-02,1996,Final,13,LAC,90.0,LA Clippers,29,UTA,95,Utah Jazz
1996-11-03,1996,Final,14,LAL,91.0,Los Angeles Lakers,18,MIN,85,Minnesota Timberwolves
1996-11-04,1996,Final,29,UTA,72.0,Utah Jazz,11,HOU,75,Houston Rockets
1996-11-05,1996,Final,23,PHI,81.0,Philadelphia 76ers,9,DET,83,Detroit Pistons
1996-11-08,1996,Final,13,LAC,81.0,LA Clippers,20,NYK,88,New York Knicks
1996-11-09,1996,Final,7,DAL,84.0,Dallas Mavericks,16,MIA,91,Miami Heat
1996-11-10,1996,Final,6,CLE,101.0,Cleveland Cavaliers,8,DEN,79,Denver Nuggets
1996-11-12,1996,Final,17,MIL,99.0,Milwaukee Bucks,24,PHX,89,Phoenix Suns
1996-11-15,1996,Final,14,LAL,107.0,Los Angeles Lakers,13,LAC,100,LA Clippers
1996-11-16,1996,Final,3,BKN,106.0,Brooklyn Nets,8,DEN,99,Denver Nuggets
1997-02-11,1996,Final,5,CHI,103.0,Chicago Bulls,4,CHA,100,Charlotte Hornets
1997-02-14,1996,Final,21,OKC,99.0,Oklahoma City Thunder,11,HOU,82,Houston Rockets
1997-02-15,1996,Final,3,BKN,107.0,Brooklyn Nets,30,WAS,86,Washington Wizards
1997-02-16,1996,Final,18,MIN,107.0,Minnesota Timberwolves,24,PHX,96,Phoenix Suns
1997-02-17,1996,Final,4,CHA,124.0,Charlotte Hornets,22,ORL,110,Orlando Magic
1997-02-18,1996,Final,13,LAC,87.0,LA Clippers,7,DAL,69,Dallas Mavericks
1997-02-19,1996,Final,1,ATL,100.0,Atlanta Hawks,12,IND,87,Indiana Pacers
1997-02-20,1996,Final,3,BKN,87.0,Brooklyn Nets,16,MIA,92,Miami Heat
1997-02-21,1996,Final,18,MIN,101.0,Minnesota Timberwolves,10,GSW,82,Golden State Warriors
1997-02-23,1996,Final,11,HOU,95.0,Houston Rockets,27,SAS,85,San Antonio Spurs
1997-02-24,1996,Final,22,ORL,93.0,Orlando Magic,9,DET,84,Detroit Pistons
1997-02-25,1996,Final,7,DAL,86.0,Dallas Mavericks,4,CHA,84,Charlotte Hornets
1997-02-26,1996,Final,24,PHX,111.0,Phoenix Suns,23,PHI,104,Philadelphia 76ers
1997-02-27,1996,Final,7,DAL,105.0,Dallas Mavericks,18,MIN,107,Minnesota Timberwolves
1997-02-28,1996,Final,16,MIA,95.0,Miami Heat,21,OKC,96,Oklahoma City Thunder
1997-03-02,1996,Final,7,DAL,108.0,Dallas Mavericks,24,PHX,109,Phoenix Suns
1997-03-03,1996,Final,26,SAC,108.0,Sacramento Kings,3,BKN,95,Brooklyn Nets
1997-03-04,1996,Final,20,NYK,93.0,New York Knicks,17,MIL,86,Milwaukee Bucks
1997-03-07,1996,Final,10,GSW,108.0,Golden State Warriors,22,ORL,101,Orlando Magic
1997-03-09,1996,Final,24,PHX,121.0,Phoenix Suns,22,ORL,85,Orlando Magic
1997-03-11,1996,Final,24,PHX,101.0,Phoenix Suns,28,TOR,105,Toronto Raptors
1997-03-12,1996,Final,14,LAL,109.0,Los Angeles Lakers,10,GSW,101,Golden State Warriors
1997-03-14,1996,Final,25,POR,96.0,Portland Trail Blazers,6,CLE,73,Cleveland Cavaliers
1997-03-16,1996,Final,13,LAC,94.0,LA Clippers,25,POR,106,Portland Trail Blazers
1997-03-17,1996,Final,6,CLE,85.0,Cleveland Cavaliers,9,DET,82,Detroit Pistons
1997-03-18,1996,Final,7,DAL,85.0,Dallas Mavericks,30,WAS,86,Washington Wizards
1997-03-19,1996,Final,23,PHI,100.0,Philadelphia 76ers,20,NYK,111,New York Knicks
1997-03-21,1996,Final,26,SAC,114.0,Sacramento Kings,27,SAS,110,San Antonio Spurs
1997-03-22,1996,Final,17,MIL,80.0,Milwaukee Bucks,20,NYK,79,New York Knicks
1997-03-23,1996,Final,2,BOS,91.0,Boston Celtics,3,BKN,100,Brooklyn Nets
1997-03-25,1996,Final,13,LAC,110.0,LA Clippers,15,MEM,104,Memphis Grizzlies
1997-03-26,1996,Final,4,CHA,87.0,Charlotte Hornets,25,POR,88,Portland Trail Blazers
1997-03-27,1996,Final,11,HOU,107.0,Houston Rockets,6,CLE,89,Cleveland Cavaliers
1997-03-28,1996,Final,30,WAS,113.0,Washington Wizards,28,TOR,86,Toronto Raptors
1997-03-30,1996,Final,10,GSW,102.0,Golden State Warriors,18,MIN,113,Minnesota Timberwolves
1997-04-01,1996,Final,16,MIA,97.0,Miami Heat,13,LAC,87,LA Clippers
1997-04-02,1996,Final,24,PHX,109.0,Phoenix Suns,11,HOU,96,Houston Rockets
1991-02-03,1990,Final,11,HOU,143.0,Houston Rockets,10,GSW,135,Golden State Warriors
1991-02-03,1990,Final,17,MIL,120.0,Milwaukee Bucks,4,CHA,111,Charlotte Hornets
1991-02-05,1990,Final,7,DAL,114.0,Dallas Mavericks,12,IND,109,Indiana Pacers
1991-02-05,1990,Final,9,DET,107.0,Detroit Pistons,23,PHI,98,Philadelphia 76ers
1991-02-05,1990,Final,18,MIN,94.0,Minnesota Timberwolves,29,UTA,93,Utah Jazz
1991-02-06,1990,Final,29,UTA,103.0,Utah Jazz,24,PHX,99,Phoenix Suns
1991-02-07,1990,Final,7,DAL,102.0,Dallas Mavericks,10,GSW,101,Golden State Warriors
1991-04-10,1990,Final,9,DET,90.0,Detroit Pistons,6,CLE,94,Cleveland Cavaliers
1991-12-17,1991,Final,4,CHA,102.0,Charlotte Hornets,29,UTA,122,Utah Jazz
1991-12-18,1991,Final,16,MIA,118.0,Miami Heat,12,IND,112,Indiana Pacers
1991-12-19,1991,Final,22,ORL,87.0,Orlando Magic,17,MIL,95,Milwaukee Bucks
1991-12-20,1991,Final,1,ATL,99.0,Atlanta Hawks,6,CLE,122,Cleveland Cavaliers
1991-12-21,1991,Final,7,DAL,109.0,Dallas Mavericks,26,SAC,85,Sacramento Kings
1991-12-22,1991,Final,25,POR,96.0,Portland Trail Blazers,21,OKC,87,Oklahoma City Thunder
1991-12-23,1991,Final,27,SAS,101.0,San Antonio Spurs,26,SAC,90,Sacramento Kings
1991-12-26,1991,Final,8,DEN,100.0,Denver Nuggets,10,GSW,110,Golden State Warriors
1991-12-28,1991,Final,13,LAC,102.0,LA Clippers,23,PHI,95,Philadelphia 76ers
1991-12-30,1991,Final,12,IND,104.0,Indiana Pacers,5,CHI,109,Chicago Bulls
1992-01-02,1991,Final,4,CHA,102.0,Charlotte Hornets,13,LAC,109,LA Clippers
1992-01-03,1991,Final,3,BKN,108.0,Brooklyn Nets,30,WAS,112,Washington Wizards
1992-01-04,1991,Final,5,CHI,140.0,Chicago Bulls,3,BKN,96,Brooklyn Nets
1992-11-17,1992,Final,12,IND,128.0,Indiana Pacers,8,DEN,98,Denver Nuggets
1992-11-19,1992,Final,13,LAC,101.0,LA Clippers,20,NYK,91,New York Knicks
1992-11-20,1992,Final,4,CHA,117.0,Charlotte Hornets,10,GSW,110,Golden State Warriors
1992-11-21,1992,Final,11,HOU,103.0,Houston Rockets,27,SAS,100,San Antonio Spurs
1992-11-22,1992,Final,3,BKN,101.0,Brooklyn Nets,10,GSW,114,Golden State Warriors
1992-11-23,1992,Final,26,SAC,103.0,Sacramento Kings,21,OKC,99,Oklahoma City Thunder
1993-11-05,1993,Final,14,LAL,116.0,Los Angeles Lakers,24,PHX,108,Phoenix Suns
1993-11-05,1993,Final,23,PHI,94.0,Philadelphia 76ers,30,WAS,82,Washington Wizards
1993-11-05,1993,Final,11,HOU,110.0,Houston Rockets,3,BKN,88,Brooklyn Nets
1993-11-05,1993,Final,1,ATL,116.0,Atlanta Hawks,12,IND,110,Indiana Pacers
1993-11-05,1993,Final,2,BOS,108.0,Boston Celtics,20,NYK,111,New York Knicks
1993-11-06,1993,Final,18,MIN,95.0,Minnesota Timberwolves,29,UTA,105,Utah Jazz
1993-11-07,1993,Final,25,POR,92.0,Portland Trail Blazers,11,HOU,106,Houston Rockets
1993-11-08,1993,Final,2,BOS,108.0,Boston Celtics,17,MIL,100,Milwaukee Bucks
1993-11-09,1993,Final,14,LAL,102.0,Los Angeles Lakers,25,POR,109,Portland Trail Blazers
1993-11-12,1993,Final,18,MIN,99.0,Minnesota Timberwolves,7,DAL,115,Dallas Mavericks
1993-11-13,1993,Final,21,OKC,97.0,Oklahoma City Thunder,1,ATL,89,Atlanta Hawks
1993-11-14,1993,Final,25,POR,114.0,Portland Trail Blazers,9,DET,111,Detroit Pistons
1993-11-16,1993,Final,21,OKC,95.0,Oklahoma City Thunder,5,CHI,94,Chicago Bulls
1993-11-16,1993,Final,22,ORL,114.0,Orlando Magic,29,UTA,96,Utah Jazz
1993-11-18,1993,Final,8,DEN,100.0,Denver Nuggets,6,CLE,93,Cleveland Cavaliers
1993-11-19,1993,Final,24,PHX,118.0,Phoenix Suns,25,POR,109,Portland Trail Blazers
1993-11-20,1993,Final,30,WAS,104.0,Washington Wizards,16,MIA,102,Miami Heat
1993-11-24,1993,Final,26,SAC,93.0,Sacramento Kings,21,OKC,120,Oklahoma City Thunder
1993-11-26,1993,Final,29,UTA,100.0,Utah Jazz,3,BKN,97,Brooklyn Nets
1993-11-27,1993,Final,30,WAS,112.0,Washington Wizards,22,ORL,110,Orlando Magic
1993-11-30,1993,Final,6,CLE,92.0,Cleveland Cavaliers,9,DET,74,Detroit Pistons
1994-03-02,1993,Final,27,SAS,96.0,San Antonio Spurs,29,UTA,106,Utah Jazz
1994-03-03,1993,Final,20,NYK,97.0,New York Knicks,3,BKN,86,Brooklyn Nets
1994-03-04,1993,Final,8,DEN,98.0,Denver Nuggets,22,ORL,89,Orlando Magic
1994-03-05,1993,Final,1,ATL,90.0,Atlanta Hawks,12,IND,88,Indiana Pacers
1994-03-06,1993,Final,24,PHX,92.0,Phoenix Suns,29,UTA,103,Utah Jazz
1994-03-07,1993,Final,16,MIA,104.0,Miami Heat,2,BOS,112,Boston Celtics
1994-03-08,1993,Final,5,CHI,116.0,Chicago Bulls,1,ATL,95,Atlanta Hawks
1994-03-09,1993,Final,18,MIN,96.0,Minnesota Timberwolves,26,SAC,104,Sacramento Kings
1994-03-10,1993,Final,11,HOU,87.0,Houston Rockets,21,OKC,82,Oklahoma City Thunder
1994-03-11,1993,Final,1,ATL,108.0,Atlanta Hawks,5,CHI,77,Chicago Bulls
1995-02-02,1994,Final,9,DET,85.0,Detroit Pistons,6,CLE,83,Cleveland Cavaliers
1995-02-03,1994,Final,24,PHX,110.0,Phoenix Suns,5,CHI,100,Chicago Bulls
1995-02-04,1994,Final,3,BKN,78.0,Brooklyn Nets,2,BOS,92,Boston Celtics
1995-02-05,1994,Final,10,GSW,93.0,Golden State Warriors,5,CHI,97,Chicago Bulls
1995-02-06,1994,Final,23,PHI,92.0,Philadelphia 76ers,1,ATL,107,Atlanta Hawks
1995-02-07,1994,Final,9,DET,119.0,Detroit Pistons,30,WAS,115,Washington Wizards
1995-02-08,1994,Final,29,UTA,104.0,Utah Jazz,24,PHX,108,Phoenix Suns
1995-02-08,1994,Final,16,MIA,111.0,Miami Heat,30,WAS,107,Washington Wizards
1995-11-18,1995,Final,16,MIA,93.0,Miami Heat,22,ORL,90,Orlando Magic
1995-11-20,1995,Final,2,BOS,93.0,Boston Celtics,11,HOU,98,Houston Rockets
1995-11-21,1995,Final,8,DEN,107.0,Denver Nuggets,1,ATL,99,Atlanta Hawks
1995-11-22,1995,Final,27,SAS,94.0,San Antonio Spurs,5,CHI,103,Chicago Bulls
1995-11-22,1995,Final,18,MIN,97.0,Minnesota Timberwolves,21,OKC,106,Oklahoma City Thunder
1995-11-22,1995,Final,29,UTA,116.0,Utah Jazz,26,SAC,95,Sacramento Kings
1995-11-24,1995,Final,30,WAS,110.0,Washington Wizards,16,MIA,94,Miami Heat
1996-02-22,1995,Final,29,UTA,102.0,Utah Jazz,28,TOR,86,Toronto Raptors
1996-02-23,1995,Final,12,IND,102.0,Indiana Pacers,23,PHI,95,Philadelphia 76ers
1996-02-25,1995,Final,5,CHI,111.0,Chicago Bulls,22,ORL,91,Orlando Magic
1996-02-26,1995,Final,26,SAC,78.0,Sacramento Kings,9,DET,93,Detroit Pistons
1996-02-27,1995,Final,12,IND,101.0,Indiana Pacers,25,POR,87,Portland Trail Blazers
1996-02-28,1995,Final,26,SAC,90.0,Sacramento Kings,20,NYK,85,New York Knicks
1996-02-29,1995,Final,11,HOU,109.0,Houston Rockets,23,PHI,95,Philadelphia 76ers
1996-03-01,1995,Final,14,LAL,100.0,Los Angeles Lakers,30,WAS,95,Washington Wizards
1996-03-02,1995,Final,13,LAC,103.0,LA Clippers,9,DET,107,Detroit Pistons
1996-03-03,1995,Final,7,DAL,114.0,Dallas Mavericks,24,PHX,121,Phoenix Suns
1996-03-04,1995,Final,2,BOS,105.0,Boston Celtics,17,MIL,98,Milwaukee Bucks
1996-03-05,1995,Final,28,TOR,84.0,Toronto Raptors,9,DET,105,Detroit Pistons
1996-03-05,1995,Final,20,NYK,88.0,New York Knicks,13,LAC,105,LA Clippers
1996-03-06,1995,Final,2,BOS,110.0,Boston Celtics,13,LAC,97,LA Clippers
1996-03-07,1995,Final,26,SAC,89.0,Sacramento Kings,14,LAL,102,Los Angeles Lakers
1996-11-01,1996,Final,28,TOR,99.0,Toronto Raptors,20,NYK,107,New York Knicks
1996-11-02,1996,Final,24,PHX,95.0,Phoenix Suns,11,HOU,110,Houston Rockets
1996-11-05,1996,Final,24,PHX,95.0,Phoenix Suns,18,MIN,98,Minnesota Timberwolves
1996-11-06,1996,Final,9,DET,103.0,Detroit Pistons,7,DAL,84,Dallas Mavericks
1996-11-07,1996,Final,24,PHX,98.0,Phoenix Suns,21,OKC,103,Oklahoma City Thunder
1996-11-08,1996,Final,2,BOS,105.0,Boston Celtics,23,PHI,115,Philadelphia 76ers
1997-02-11,1996,Final,17,MIL,101.0,Milwaukee Bucks,28,TOR,96,Toronto Raptors
1997-02-11,1996,Final,13,LAC,116.0,LA Clippers,2,BOS,112,Boston Celtics
1997-02-14,1996,Final,15,MEM,109.0,Memphis Grizzlies,2,BOS,106,Boston Celtics
1997-02-15,1996,Final,29,UTA,99.0,Utah Jazz,7,DAL,84,Dallas Mavericks
1997-02-16,1996,Final,23,PHI,97.0,Philadelphia 76ers,8,DEN,112,Denver Nuggets
1997-10-31,1997,Final,11,HOU,94.0,Houston Rockets,6,CLE,86,Cleveland Cavaliers
1997-11-01,1997,Final,30,WAS,93.0,Washington Wizards,16,MIA,109,Miami Heat
1997-11-04,1997,Final,24,PHX,106.0,Phoenix Suns,29,UTA,84,Utah Jazz
1997-11-05,1997,Final,9,DET,87.0,Detroit Pistons,12,IND,99,Indiana Pacers
1997-11-13,1997,Final,13,LAC,94.0,LA Clippers,17,MIL,102,Milwaukee Bucks
1997-11-14,1997,Final,1,ATL,104.0,Atlanta Hawks,26,SAC,103,Sacramento Kings
1997-11-15,1997,Final,5,CHI,79.0,Chicago Bulls,6,CLE,70,Cleveland Cavaliers
1997-11-18,1997,Final,24,PHX,90.0,Phoenix Suns,18,MIN,108,Minnesota Timberwolves
1997-11-19,1997,Final,21,OKC,107.0,Oklahoma City Thunder,15,MEM,87,Memphis Grizzlies
1997-11-20,1997,Final,7,DAL,97.0,Dallas Mavericks,10,GSW,101,Golden State Warriors
1997-11-21,1997,Final,13,LAC,102.0,LA Clippers,5,CHI,111,Chicago Bulls
1997-11-22,1997,Final,12,IND,94.0,Indiana Pacers,4,CHA,95,Charlotte Hornets
1997-12-12,1997,Final,4,CHA,79.0,Charlotte Hornets,5,CHI,77,Chicago Bulls
1997-12-13,1997,Final,5,CHI,97.0,Chicago Bulls,28,TOR,70,Toronto Raptors
1997-12-14,1997,Final,14,LAL,119.0,Los Angeles Lakers,7,DAL,89,Dallas Mavericks
1997-12-15,1997,Final,2,BOS,100.0,Boston Celtics,23,PHI,83,Philadelphia 76ers
1997-12-15,1997,Final,25,POR,90.0,Portland Trail Blazers,1,ATL,99,Atlanta Hawks
1997-12-16,1997,Final,20,NYK,83.0,New York Knicks,9,DET,78,Detroit Pistons
1997-12-16,1997,Final,18,MIN,96.0,Minnesota Timberwolves,14,LAL,109,Los Angeles Lakers
1997-12-17,1997,Final,5,CHI,104.0,Chicago Bulls,14,LAL,83,Los Angeles Lakers
1997-12-18,1997,Final,22,ORL,73.0,Orlando Magic,29,UTA,85,Utah Jazz
1997-12-18,1997,Final,13,LAC,82.0,LA Clippers,10,GSW,78,Golden State Warriors
1997-12-19,1997,Final,23,PHI,78.0,Philadelphia 76ers,16,MIA,91,Miami Heat
1997-12-19,1997,Final,28,TOR,92.0,Toronto Raptors,17,MIL,91,Milwaukee Bucks
1997-12-19,1997,Final,12,IND,98.0,Indiana Pacers,9,DET,90,Detroit Pistons
1997-12-20,1997,Final,3,BKN,92.0,Brooklyn Nets,5,CHI,100,Chicago Bulls
1997-12-20,1997,Final,28,TOR,92.0,Toronto Raptors,30,WAS,94,Washington Wizards
1997-12-20,1997,Final,17,MIL,98.0,Milwaukee Bucks,20,NYK,78,New York Knicks
1997-12-20,1997,Final,8,DEN,81.0,Denver Nuggets,24,PHX,102,Phoenix Suns
1997-12-20,1997,Final,21,OKC,108.0,Oklahoma City Thunder,10,GSW,89,Golden State Warriors
1997-12-21,1997,Final,6,CLE,106.0,Cleveland Cavaliers,29,UTA,101,Utah Jazz
1997-12-21,1997,Final,2,BOS,99.0,Boston Celtics,13,LAC,77,LA Clippers
1997-12-22,1997,Final,20,NYK,79.0,New York Knicks,7,DAL,67,Dallas Mavericks
1997-12-22,1997,Final,22,ORL,88.0,Orlando Magic,3,BKN,99,Brooklyn Nets
1997-12-22,1997,Final,11,HOU,83.0,Houston Rockets,14,LAL,94,Los Angeles Lakers
1997-12-22,1997,Final,26,SAC,89.0,Sacramento Kings,18,MIN,79,Minnesota Timberwolves
1997-12-23,1997,Final,5,CHI,94.0,Chicago Bulls,13,LAC,89,LA Clippers
1991-02-03,1990,Final,9,DET,97.0,Detroit Pistons,24,PHX,112,Phoenix Suns
1991-02-04,1990,Final,4,CHA,93.0,Charlotte Hornets,21,OKC,100,Oklahoma City Thunder
1991-02-05,1990,Final,24,PHX,126.0,Phoenix Suns,8,DEN,103,Denver Nuggets
1991-02-05,1990,Final,22,ORL,118.0,Orlando Magic,20,NYK,116,New York Knicks
1991-02-06,1990,Final,17,MIL,109.0,Milwaukee Bucks,11,HOU,111,Houston Rockets
1991-02-07,1990,Final,30,WAS,124.0,Washington Wizards,3,BKN,117,Brooklyn Nets
1991-04-10,1990,Final,12,IND,96.0,Indiana Pacers,5,CHI,101,Chicago Bulls
1991-04-11,1990,Final,10,GSW,111.0,Golden State Warriors,11,HOU,99,Houston Rockets
1991-04-12,1990,Final,23,PHI,85.0,Philadelphia 76ers,30,WAS,95,Washington Wizards
1991-12-17,1991,Final,22,ORL,98.0,Orlando Magic,2,BOS,105,Boston Celtics
1991-12-20,1991,Final,4,CHA,95.0,Charlotte Hornets,11,HOU,99,Houston Rockets
1991-12-21,1991,Final,20,NYK,106.0,New York Knicks,29,UTA,97,Utah Jazz
1992-11-17,1992,Final,30,WAS,101.0,Washington Wizards,2,BOS,97,Boston Celtics
1992-11-19,1992,Final,21,OKC,99.0,Oklahoma City Thunder,5,CHI,108,Chicago Bulls
1992-11-20,1992,Final,12,IND,95.0,Indiana Pacers,29,UTA,97,Utah Jazz
1992-11-21,1992,Final,20,NYK,92.0,New York Knicks,22,ORL,77,Orlando Magic
1993-11-05,1993,Final,27,SAS,91.0,San Antonio Spurs,10,GSW,85,Golden State Warriors
1993-11-05,1993,Final,6,CLE,91.0,Cleveland Cavaliers,17,MIL,94,Milwaukee Bucks
1993-11-09,1993,Final,22,ORL,104.0,Orlando Magic,12,IND,98,Indiana Pacers
1993-11-10,1993,Final,29,UTA,91.0,Utah Jazz,1,ATL,88,Atlanta Hawks
1993-11-11,1993,Final,21,OKC,115.0,Oklahoma City Thunder,6,CLE,102,Cleveland Cavaliers
1993-11-12,1993,Final,26,SAC,93.0,Sacramento Kings,27,SAS,91,San Antonio Spurs
1993-11-16,1993,Final,10,GSW,104.0,Golden State Warriors,24,PHX,116,Phoenix Suns
1993-11-17,1993,Final,4,CHA,130.0,Charlotte Hornets,26,SAC,113,Sacramento Kings
1993-11-18,1993,Final,10,GSW,103.0,Golden State Warriors,14,LAL,76,Los Angeles Lakers
1993-11-19,1993,Final,23,PHI,124.0,Philadelphia 76ers,29,UTA,115,Utah Jazz
1993-11-20,1993,Final,12,IND,100.0,Indiana Pacers,2,BOS,94,Boston Celtics
1993-11-23,1993,Final,7,DAL,98.0,Dallas Mavericks,13,LAC,105,LA Clippers
1993-11-24,1993,Final,27,SAS,109.0,San Antonio Spurs,5,CHI,84,Chicago Bulls
1993-11-26,1993,Final,18,MIN,92.0,Minnesota Timberwolves,21,OKC,110,Oklahoma City Thunder
1993-11-27,1993,Final,6,CLE,101.0,Cleveland Cavaliers,21,OKC,90,Oklahoma City Thunder
1993-11-29,1993,Final,13,LAC,118.0,LA Clippers,3,BKN,94,Brooklyn Nets
